COMMODITY,COUNTRY,UNIT,QUANTITY,Value (US$ million)
TEA,ARGENTINA,KGS,1621440,2.46
TEA,AUSTRALIA,KGS,3349,0.02
TEA,AUSTRIA,KGS,884,0.00
TEA,BELGIUM,KGS,2,0.00
TEA,BRAZIL,KGS,2,0.00
TEA,CANADA,KGS,56,0.00
TEA,CHINA P RP,KGS,314081,1.76
TEA,CZECH REPUBLIC,KGS,3648,0.04
TEA,DENMARK,KGS,8,0.00
TEA,ECUADOR,KGS,171417,0.41
TEA,FRANCE,KGS,394,0.07
TEA,GERMANY,KGS,83134,0.56
TEA,HONG KONG,KGS,80,0.00
TEA,INDONESIA,KGS,534416,0.82
TEA,IRAN,KGS,101620,0.25
TEA,ITALY,KGS,27,0.00
TEA,JAMAICA,KGS,6,0.00
TEA,JAPAN,KGS,13153,0.25
TEA,JORDAN,KGS,101022,0.23
TEA,KENYA,KGS,3122636,8.21
TEA,KOREA RP,KGS,1440,0.05
TEA,MALAWI,KGS,245360,0.46
TEA,MALAYSIA,KGS,40975,0.04
TEA,MAURITIUS,KGS,153,0.00
TEA,MOZAMBIQUE,KGS,250971,0.37
TEA,MYANMAR,KGS,19800,0.06
TEA,NEPAL,KGS,9827911,19.63
TEA,NETHERLAND,KGS,7780,0.02
TEA,POLAND,KGS,6202,0.02
TEA,QATAR,KGS,2149,0.01
TEA,SAUDI ARAB,KGS,7380,0.02
TEA,SINGAPORE,KGS,19398,0.38
TEA,SOUTH AFRICA,KGS,5400,0.03
TEA,SPAIN,KGS,76,0.00
TEA,SRI LANKA DSR,KGS,3303142,17.38
TEA,SUDAN,KGS,300,0.00
TEA,SWEDEN,KGS,1,0.00
TEA,SWITZERLAND,KGS,48,0.01
TEA,TAIWAN,KGS,74319,0.18
TEA,TANZANIA REP,KGS,313643,0.61
TEA,THAILAND,KGS,804,0.00
TEA,TURKEY,KGS,139026,0.31
TEA,U ARAB EMTS,KGS,285569,1.14
TEA,U K,KGS,158897,0.39
TEA,U S A,KGS,43841,0.53
TEA,UNSPECIFIED,KGS,5308,0.05
TEA,VIETNAM SOC REP,KGS,1057651,1.55
TEA,ZIMBABWE,KGS,46300,0.10
COFFEE,AUSTRALIA,KGS,3,0.00
COFFEE,BELGIUM,KGS,1157485,1.81
COFFEE,BRAZIL,KGS,100268,0.21
COFFEE,CAMEROON,KGS,90610,0.13
COFFEE,CANADA,KGS,2,0.00
COFFEE,CHINA P RP,KGS,121804,0.17
COFFEE,COLOMBIA,KGS,76944,0.24
COFFEE,COTE D' IVOIRE,KGS,7944287,11.06
COFFEE,CZECH REPUBLIC,KGS,560,0.01
COFFEE,DJIBOUTI,KGS,135000,0.29
COFFEE,FINLAND,KGS,20000,0.05
COFFEE,FRANCE,KGS,3,0.00
COFFEE,GERMANY,KGS,303191,1.12
COFFEE,GREECE,KGS,50,0.00
COFFEE,GUINEA,KGS,102300,0.16
COFFEE,HONDURAS,KGS,132825,0.19
COFFEE,INDONESIA,KGS,15840292,22.88
COFFEE,ISRAEL,KGS,1,0.00
COFFEE,ITALY,KGS,59855,0.50
COFFEE,JAPAN,KGS,1,0.00
COFFEE,JORDAN,KGS,36000,0.12
COFFEE,KENYA,KGS,12266702,16.26
COFFEE,KOREA RP,KGS,53582,1.03
COFFEE,LAO PD RP,KGS,155850,0.21
COFFEE,MALAYSIA,KGS,59533,0.21
COFFEE,NETHERLAND,KGS,10065,0.12
COFFEE,PAPUA N GNA,KGS,295000,0.39
COFFEE,PERU,KGS,143520,0.24
COFFEE,PHILIPPINES,KGS,8,0.00
COFFEE,POLAND,KGS,855,0.01
COFFEE,PORTUGAL,KGS,3805,0.02
COFFEE,RUSSIA,KGS,3192,0.02
COFFEE,RWANDA,KGS,500,0.00
COFFEE,SINGAPORE,KGS,38879,0.19
COFFEE,SLOVENIA,KGS,15,0.00
COFFEE,SPAIN,KGS,233481,0.34
COFFEE,SWITZERLAND,KGS,1,0.00
COFFEE,TAIWAN,KGS,61,0.00
COFFEE,TANZANIA REP,KGS,2925935,3.52
COFFEE,THAILAND,KGS,18634,0.05
COFFEE,TURKEY,KGS,15732,0.11
COFFEE,U ARAB EMTS,KGS,124610,0.69
COFFEE,U K,KGS,35545,0.32
COFFEE,U S A,KGS,58431,0.56
COFFEE,UGANDA,KGS,4734004,6.43
COFFEE,UNSPECIFIED,KGS,268900,1.37
COFFEE,VIETNAM SOC REP,KGS,40519324,64.71
COFFEE,YEMEN REPUBLC,KGS,20,0.00
RICE(OTHER THAN BASMOTI),AUSTRALIA,TON,148,0.05
RICE(OTHER THAN BASMOTI),BAHARAIN IS,TON,8,0.01
RICE(OTHER THAN BASMOTI),BELGIUM,TON,268,0.08
RICE(OTHER THAN BASMOTI),BRAZIL,TON,0,0.00
RICE(OTHER THAN BASMOTI),CHINA P RP,TON,0,0.00
RICE(OTHER THAN BASMOTI),EGYPT A RP,TON,24,0.01
RICE(OTHER THAN BASMOTI),ITALY,TON,112,0.14
RICE(OTHER THAN BASMOTI),JAPAN,TON,40,0.02
RICE(OTHER THAN BASMOTI),KOREA RP,TON,12,0.02
RICE(OTHER THAN BASMOTI),LEBANON,TON,82,0.04
RICE(OTHER THAN BASMOTI),MYANMAR,TON,0,0.00
RICE(OTHER THAN BASMOTI),OMAN,TON,94,0.07
RICE(OTHER THAN BASMOTI),PHILIPPINES,TON,0,0.00
RICE(OTHER THAN BASMOTI),PORTUGAL,TON,50,0.05
RICE(OTHER THAN BASMOTI),RUSSIA,TON,786,7.36
RICE(OTHER THAN BASMOTI),SAUDI ARAB,TON,397,0.21
RICE(OTHER THAN BASMOTI),SINGAPORE,TON,13,0.01
RICE(OTHER THAN BASMOTI),SPAIN,TON,651,0.55
RICE(OTHER THAN BASMOTI),THAILAND,TON,944,1.17
RICE(OTHER THAN BASMOTI),U ARAB EMTS,TON,98,0.05
RICE(OTHER THAN BASMOTI),U S A,TON,446,0.56
RICE(OTHER THAN BASMOTI),UKRAINE,TON,125,0.05
RICE(OTHER THAN BASMOTI),UNSPECIFIED,TON,1342,0.62
RICE(OTHER THAN BASMOTI),VIETNAM SOC REP,TON,0,0.00
WHEAT,AUSTRALIA,TON,1790,0.60
WHEAT,MEXICO,TON,2,0.00
WHEAT,NEW ZEALAND,TON,4,0.00
WHEAT,SRI LANKA DSR,TON,48,0.02
WHEAT,TURKEY,TON,0,0.00
WHEAT,U K,TON,40,0.03
OTHER CEREALS,ARGENTINA,TON,72103,17.56
OTHER CEREALS,AUSTRALIA,TON,16737,6.48
OTHER CEREALS,BRAZIL,TON,11061,5.06
OTHER CEREALS,CHILE,TON,0,0.00
OTHER CEREALS,CHINA P RP,TON,74,0.05
OTHER CEREALS,DENMARK,TON,27392,7.54
OTHER CEREALS,FINLAND,TON,0,0.00
OTHER CEREALS,FRANCE,TON,98208,22.53
OTHER CEREALS,GERMANY,TON,20,0.01
OTHER CEREALS,INDONESIA,TON,0,0.00
OTHER CEREALS,ITALY,TON,1,0.00
OTHER CEREALS,JORDAN,TON,50,0.02
OTHER CEREALS,KOREA RP,TON,11,0.01
OTHER CEREALS,MEXICO,TON,0,0.00
OTHER CEREALS,MYANMAR,TON,186210,48.63
OTHER CEREALS,NEPAL,TON,545,0.10
OTHER CEREALS,NETHERLAND,TON,0,0.00
OTHER CEREALS,PHILIPPINES,TON,0,0.00
OTHER CEREALS,RUSSIA,TON,20,0.01
OTHER CEREALS,SINGAPORE,TON,42201,10.66
OTHER CEREALS,SOUTH AFRICA,TON,11240,4.68
OTHER CEREALS,SPAIN,TON,22,0.01
OTHER CEREALS,SWITZERLAND,TON,7123,1.90
OTHER CEREALS,THAILAND,TON,20,0.00
OTHER CEREALS,U ARAB EMTS,TON,416,0.12
OTHER CEREALS,U K,TON,2,0.00
OTHER CEREALS,U S A,TON,3558,2.33
OTHER CEREALS,UKRAINE,TON,196023,42.81
OTHER CEREALS,UNSPECIFIED,TON,21,0.01
PULSES,AFGHANISTAN,TON,8435,7.85
PULSES,ALGERIA,TON,121,0.12
PULSES,ARGENTINA,TON,22099,9.73
PULSES,AUSTRALIA,TON,123518,54.07
PULSES,AUSTRIA,TON,6269,1.89
PULSES,BRAZIL,TON,40409,32.72
PULSES,BULGARIA,TON,3206,1.14
PULSES,CANADA,TON,1079362,403.61
PULSES,CHINA P RP,TON,49984,51.58
PULSES,DJIBOUTI,TON,17198,10.52
PULSES,ETHIOPIA,TON,36979,21.29
PULSES,GEORGIA,TON,1,0.00
PULSES,GERMANY,TON,1526,0.68
PULSES,GREECE,TON,1,0.00
PULSES,IRAN,TON,195,0.13
PULSES,ITALY,TON,464,0.19
PULSES,KENYA,TON,1367,1.06
PULSES,KYRGHYZSTAN,TON,570,0.52
PULSES,LEBANON,TON,0,0.00
PULSES,LITHUANIA,TON,7453,2.86
PULSES,MADAGASCAR,TON,6875,4.50
PULSES,MALAWI,TON,47075,28.82
PULSES,MALAYSIA,TON,189,0.14
PULSES,MEXICO,TON,824,0.51
PULSES,MOLDOVA,TON,123,0.04
PULSES,MOROCCO,TON,120,0.11
PULSES,MOZAMBIQUE,TON,215033,139.67
PULSES,MYANMAR,TON,484963,338.13
PULSES,NEPAL,TON,15,0.01
PULSES,NETHERLAND,TON,1346,0.39
PULSES,NIGERIA,TON,981,0.63
PULSES,PAKISTAN IR,TON,100,0.08
PULSES,PHILIPPINES,TON,125,0.09
PULSES,QATAR,TON,36,0.01
PULSES,ROMANIA,TON,930,0.25
PULSES,RUSSIA,TON,174424,58.53
PULSES,RWANDA,TON,0,0.00
PULSES,SAUDI ARAB,TON,96,0.09
PULSES,SINGAPORE,TON,16443,8.18
PULSES,SOUTH AFRICA,TON,4770,4.70
PULSES,SRI LANKA DSR,TON,122,0.04
PULSES,SUDAN,TON,38176,22.86
PULSES,SWITZERLAND,TON,555,0.16
PULSES,TANZANIA REP,TON,167751,103.17
PULSES,THAILAND,TON,692,0.59
PULSES,TURKEY,TON,122084,45.47
PULSES,U ARAB EMTS,TON,33153,14.41
PULSES,U K,TON,1853,0.71
PULSES,U S A,TON,80448,35.82
PULSES,UGANDA,TON,2542,1.40
PULSES,UKRAINE,TON,91057,25.33
PULSES,UNSPECIFIED,TON,48,0.03
PULSES,UZBEKISTAN,TON,1107,1.07
PULSES,VENEZUELA,TON,4597,3.90
PULSES,VIETNAM SOC REP,TON,207,0.14
PULSES,ZAMBIA,TON,61,0.16
TOBACCO UNMANUFACTURED,ARGENTINA,KGS,18958,0.04
TOBACCO UNMANUFACTURED,BANGLADESH PR,KGS,1560,0.01
TOBACCO UNMANUFACTURED,BRAZIL,KGS,624200,3.01
TOBACCO UNMANUFACTURED,BULGARIA,KGS,207900,1.90
TOBACCO UNMANUFACTURED,CHINA P RP,KGS,2199779,3.89
TOBACCO UNMANUFACTURED,GERMANY,KGS,38182,0.21
TOBACCO UNMANUFACTURED,GREECE,KGS,2,0.00
TOBACCO UNMANUFACTURED,INDONESIA,KGS,2800,0.03
TOBACCO UNMANUFACTURED,ITALY,KGS,84,0.00
TOBACCO UNMANUFACTURED,MOZAMBIQUE,KGS,3000,0.02
TOBACCO UNMANUFACTURED,MYANMAR,KGS,76277,0.10
TOBACCO UNMANUFACTURED,OMAN,KGS,10,0.00
TOBACCO UNMANUFACTURED,PHILIPPINES,KGS,17820,0.07
TOBACCO UNMANUFACTURED,POLAND,KGS,2528,0.01
TOBACCO UNMANUFACTURED,SOUTH AFRICA,KGS,693000,5.28
TOBACCO UNMANUFACTURED,SWITZERLAND,KGS,30,0.00
TOBACCO UNMANUFACTURED,THAILAND,KGS,180,0.00
TOBACCO UNMANUFACTURED,TURKEY,KGS,353710,2.92
TOBACCO UNMANUFACTURED,U ARAB EMTS,KGS,8,0.00
TOBACCO UNMANUFACTURED,U S A,KGS,22800,0.20
TOBACCO UNMANUFACTURED,UNSPECIFIED,KGS,100800,0.14
TOBACCO UNMANUFACTURED,ZAMBIA,KGS,118800,0.49
TOBACCO UNMANUFACTURED,ZIMBABWE,KGS,289214,3.31
TOBACCO MANUFACTURED,BELGIUM,NA,NA,0.01
TOBACCO MANUFACTURED,CHINA P RP,NA,NA,1.81
TOBACCO MANUFACTURED,CROATIA,NA,NA,0.00
TOBACCO MANUFACTURED,CUBA,NA,NA,0.57
TOBACCO MANUFACTURED,DENMARK,NA,NA,0.01
TOBACCO MANUFACTURED,DOMINIC REP,NA,NA,0.00
TOBACCO MANUFACTURED,EGYPT A RP,NA,NA,0.00
TOBACCO MANUFACTURED,FRANCE,NA,NA,1.20
TOBACCO MANUFACTURED,GERMANY,NA,NA,2.69
TOBACCO MANUFACTURED,GREECE,NA,NA,0.01
TOBACCO MANUFACTURED,HONDURAS,NA,NA,0.00
TOBACCO MANUFACTURED,HONG KONG,NA,NA,0.31
TOBACCO MANUFACTURED,INDONESIA,NA,NA,3.52
TOBACCO MANUFACTURED,JAPAN,NA,NA,0.00
TOBACCO MANUFACTURED,JORDAN,NA,NA,0.01
TOBACCO MANUFACTURED,KOREA RP,NA,NA,0.56
TOBACCO MANUFACTURED,MACAO,NA,NA,0.04
TOBACCO MANUFACTURED,MONTENEGRO,NA,NA,0.07
TOBACCO MANUFACTURED,NETHERLAND,NA,NA,0.06
TOBACCO MANUFACTURED,NICARAGUA,NA,NA,0.01
TOBACCO MANUFACTURED,OMAN,NA,NA,0.00
TOBACCO MANUFACTURED,PHILIPPINES,NA,NA,5.85
TOBACCO MANUFACTURED,SERBIA,NA,NA,4.29
TOBACCO MANUFACTURED,SINGAPORE,NA,NA,5.61
TOBACCO MANUFACTURED,SOUTH AFRICA,NA,NA,0.14
TOBACCO MANUFACTURED,SPAIN,NA,NA,0.08
TOBACCO MANUFACTURED,SRI LANKA DSR,NA,NA,0.04
TOBACCO MANUFACTURED,SWITZERLAND,NA,NA,3.28
TOBACCO MANUFACTURED,TAIWAN,NA,NA,0.04
TOBACCO MANUFACTURED,THAILAND,NA,NA,0.11
TOBACCO MANUFACTURED,TURKEY,NA,NA,0.23
TOBACCO MANUFACTURED,U ARAB EMTS,NA,NA,2.51
TOBACCO MANUFACTURED,U K,NA,NA,0.06
TOBACCO MANUFACTURED,U S A,NA,NA,0.32
TOBACCO MANUFACTURED,UNSPECIFIED,NA,NA,0.01
SPICES,AFGHANISTAN,KGS,5375894,172.83
SPICES,ALBANIA,KGS,100,0.00
SPICES,ARGENTINA,KGS,182000,0.14
SPICES,AUSTRALIA,KGS,44607,0.20
SPICES,AUSTRIA,KGS,1337,0.03
SPICES,BAHARAIN IS,KGS,12000,0.02
SPICES,BANGLADESH PR,KGS,94532283,82.39
SPICES,BELGIUM,KGS,181540,0.64
SPICES,BENIN,KGS,61000,0.04
SPICES,BHUTAN,KGS,536375,3.78
SPICES,BRAZIL,KGS,3957462,8.79
SPICES,BULGARIA,KGS,374541,0.41
SPICES,CAMBODIA,KGS,624720,1.84
SPICES,CANADA,KGS,37260,0.15
SPICES,CHAD,KGS,7000,0.03
SPICES,CHILE,KGS,4031,0.04
SPICES,CHINA P RP,KGS,9768148,87.44
SPICES,COLOMBIA,KGS,1000,0.02
SPICES,COMOROS,KGS,3014866,19.15
SPICES,COSTA RICA,KGS,7897,0.03
SPICES,CROATIA,KGS,38071,0.10
SPICES,CZECH REPUBLIC,KGS,138600,0.46
SPICES,DENMARK,KGS,3912,0.29
SPICES,DJIBOUTI,KGS,193000,0.18
SPICES,ECUADOR,KGS,1016393,2.43
SPICES,EGYPT A RP,KGS,908507,1.36
SPICES,ETHIOPIA,KGS,4836988,3.69
SPICES,FINLAND,KGS,1684466,1.82
SPICES,FRANCE,KGS,344331,1.67
SPICES,GEORGIA,KGS,12000,0.02
SPICES,GERMANY,KGS,1338289,10.25
SPICES,GHANA,KGS,6240,0.02
SPICES,GREECE,KGS,2961,0.01
SPICES,GRENADA,KGS,16000,0.15
SPICES,GUATEMALA,KGS,462947,10.58
SPICES,HONDURAS,KGS,20000,0.08
SPICES,HONG KONG,KGS,139863,1.45
SPICES,HUNGARY,KGS,116,0.01
SPICES,INDONESIA,KGS,25255739,105.41
SPICES,IRAN,KGS,1482824,0.72
SPICES,IRELAND,KGS,3,0.00
SPICES,ISRAEL,KGS,114505,0.54
SPICES,ITALY,KGS,3919354,5.22
SPICES,JAMAICA,KGS,20100,0.18
SPICES,JAPAN,KGS,175216,1.37
SPICES,JORDAN,KGS,6931,0.03
SPICES,KAZAKHSTAN,KGS,631,0.03
SPICES,KENYA,KGS,1,0.00
SPICES,KOREA RP,KGS,93409,1.18
SPICES,KUWAIT,KGS,1,0.00
SPICES,KYRGHYZSTAN,KGS,5362,0.25
SPICES,LATVIA,KGS,48495,0.06
SPICES,LITHUANIA,KGS,234225,0.19
SPICES,MADAGASCAR,KGS,11267267,89.65
SPICES,MALAYSIA,KGS,3291379,25.92
SPICES,MALDIVES,KGS,2,0.00
SPICES,MAURITIUS,KGS,28829,2.63
SPICES,MEXICO,KGS,111024,0.35
SPICES,MOROCCO,KGS,3105156,5.17
SPICES,MYANMAR,KGS,6595963,7.09
SPICES,NEPAL,KGS,18023581,47.17
SPICES,NETHERLAND,KGS,419230,5.54
SPICES,NEW ZEALAND,KGS,10237,0.05
SPICES,NIGER,KGS,99965,0.15
SPICES,NIGERIA,KGS,8206076,10.39
SPICES,NORWAY,KGS,25000,0.02
SPICES,OMAN,KGS,19220,0.14
SPICES,PAKISTAN IR,KGS,286050,0.21
SPICES,PARAGUAY,KGS,11450,0.30
SPICES,PERU,KGS,31062,0.09
SPICES,PHILIPPINES,KGS,1120,0.03
SPICES,POLAND,KGS,186687,0.69
SPICES,PORTUGAL,KGS,2250,0.00
SPICES,QATAR,KGS,200360,1.39
SPICES,RUSSIA,KGS,6497259,4.84
SPICES,RWANDA,KGS,15001,0.02
SPICES,SAUDI ARAB,KGS,155249,0.87
SPICES,SINGAPORE,KGS,1296871,11.24
SPICES,SLOVAK REP,KGS,950,0.01
SPICES,SLOVENIA,KGS,925,0.00
SPICES,SOUTH AFRICA,KGS,109181,0.33
SPICES,SPAIN,KGS,100960,0.63
SPICES,SRI LANKA DSR,KGS,10284354,68.18
SPICES,SWEDEN,KGS,10641,0.06
SPICES,SWITZERLAND,KGS,7391,0.19
SPICES,SYRIA,KGS,885000,2.51
SPICES,TAIWAN,KGS,31875,0.09
SPICES,TANZANIA REP,KGS,2111441,15.66
SPICES,THAILAND,KGS,3830496,10.04
SPICES,TUNISIA,KGS,17000,0.02
SPICES,TURKEY,KGS,18871045,58.67
SPICES,U ARAB EMTS,KGS,4243467,365.64
SPICES,U K,KGS,228170,1.89
SPICES,U S A,KGS,2219499,18.38
SPICES,UGANDA,KGS,1963,0.65
SPICES,UKRAINE,KGS,616207,0.53
SPICES,UNSPECIFIED,KGS,167625,0.67
SPICES,UZBEKISTAN,KGS,23497,1.10
SPICES,VIETNAM SOC REP,KGS,56043824,151.79
CASHEW,BAHARAIN IS,TON,54,0.05
CASHEW,BELGIUM,TON,52,0.09
CASHEW,BENIN,TON,164084,217.58
CASHEW,BURKINA FASO,TON,23830,26.17
CASHEW,CAMBODIA,TON,508,0.89
CASHEW,COLOMBIA,TON,52,0.07
CASHEW,COTE D' IVOIRE,TON,113379,148.40
CASHEW,FRANCE,TON,16,0.18
CASHEW,GAMBIA,TON,25270,32.54
CASHEW,GERMANY,TON,25,0.27
CASHEW,GHANA,TON,96966,124.88
CASHEW,GREECE,TON,8,0.07
CASHEW,GUINEA,TON,41408,43.87
CASHEW,GUINEA BISSAU,TON,89810,123.94
CASHEW,HONG KONG,TON,4460,6.01
CASHEW,INDONESIA,TON,27862,45.40
CASHEW,JAPAN,TON,40,0.37
CASHEW,KUWAIT,TON,30,0.29
CASHEW,MADAGASCAR,TON,1641,2.05
CASHEW,MALAYSIA,TON,302,0.36
CASHEW,MALI,TON,3630,3.66
CASHEW,MAURITIUS,TON,0,0.00
CASHEW,MOZAMBIQUE,TON,13307,22.54
CASHEW,NETHERLAND,TON,84,0.09
CASHEW,NIGERIA,TON,37036,45.25
CASHEW,QATAR,TON,17,0.15
CASHEW,SENEGAL,TON,19931,22.93
CASHEW,SIERRA LEONE,TON,28,0.03
CASHEW,SINGAPORE,TON,58972,73.84
CASHEW,SOUTH AFRICA,TON,1,0.01
CASHEW,SRI LANKA DSR,TON,40,0.40
CASHEW,SWEDEN,TON,16,0.12
CASHEW,SWITZERLAND,TON,111,0.04
CASHEW,TANZANIA REP,TON,129120,210.57
CASHEW,THAILAND,TON,263,0.34
CASHEW,TOGO,TON,32364,41.28
CASHEW,U ARAB EMTS,TON,53426,66.67
CASHEW,U K,TON,650,0.93
CASHEW,U S A,TON,54,0.07
CASHEW,VENEZUELA,TON,55,0.06
CASHEW,VIETNAM SOC REP,TON,2517,15.28
CASHEW NUT SHELL LIQUID,BENIN,KGS,1198000,0.43
CASHEW NUT SHELL LIQUID,CHINA P RP,KGS,100,0.00
CASHEW NUT SHELL LIQUID,FRANCE,KGS,500,0.04
CASHEW NUT SHELL LIQUID,GHANA,KGS,60000,0.02
CASHEW NUT SHELL LIQUID,INDONESIA,KGS,248000,0.08
CASHEW NUT SHELL LIQUID,MOZAMBIQUE,KGS,460140,0.15
CASHEW NUT SHELL LIQUID,NIGERIA,KGS,511000,0.17
CASHEW NUT SHELL LIQUID,U K,KGS,2000,0.18
CASHEW NUT SHELL LIQUID,U S A,KGS,1000,0.00
CASHEW NUT SHELL LIQUID,VIETNAM SOC REP,KGS,6184780,2.17
SESAME SEEDS,AUSTRALIA,KGS,3465,0.01
SESAME SEEDS,BURKINA FASO,KGS,1893001,2.77
SESAME SEEDS,CHINA P RP,KGS,381000,0.60
SESAME SEEDS,CROATIA,KGS,19000,0.04
SESAME SEEDS,DJIBOUTI,KGS,38000,0.06
SESAME SEEDS,EGYPT A RP,KGS,109125,0.27
SESAME SEEDS,ETHIOPIA,KGS,323000,0.49
SESAME SEEDS,FINLAND,KGS,17650,0.04
SESAME SEEDS,FRANCE,KGS,48000,0.11
SESAME SEEDS,GERMANY,KGS,37000,0.08
SESAME SEEDS,GHANA,KGS,96000,0.14
SESAME SEEDS,GREECE,KGS,177550,0.36
SESAME SEEDS,ISRAEL,KGS,26000,0.06
SESAME SEEDS,ITALY,KGS,38000,0.08
SESAME SEEDS,KENYA,KGS,692400,0.95
SESAME SEEDS,KOREA RP,KGS,780000,1.21
SESAME SEEDS,LIBYA,KGS,19000,0.03
SESAME SEEDS,MOZAMBIQUE,KGS,380000,0.52
SESAME SEEDS,NETHERLAND,KGS,70000,0.15
SESAME SEEDS,NIGERIA,KGS,38445461,52.13
SESAME SEEDS,PAKISTAN IR,KGS,323000,0.43
SESAME SEEDS,POLAND,KGS,54000,0.13
SESAME SEEDS,ROMANIA,KGS,95000,0.21
SESAME SEEDS,RUSSIA,KGS,5000,0.01
SESAME SEEDS,SENEGAL,KGS,361800,0.47
SESAME SEEDS,SLOVENIA,KGS,58000,0.14
SESAME SEEDS,SOMALIA,KGS,9235500,13.21
SESAME SEEDS,SUDAN,KGS,82676660,115.07
SESAME SEEDS,TANZANIA REP,KGS,285000,0.43
SESAME SEEDS,TOGO,KGS,9847493,13.54
SESAME SEEDS,U ARAB EMTS,KGS,292190,0.46
SESAME SEEDS,U K,KGS,26000,0.06
SESAME SEEDS,U S A,KGS,19000,0.03
SESAME SEEDS,UGANDA,KGS,76020,0.12
SESAME SEEDS,UNSPECIFIED,KGS,41600,0.10
NIGER SEEDS,DJIBOUTI,KGS,497000,0.38
NIGER SEEDS,ETHIOPIA,KGS,0,0.00
NIGER SEEDS,KOREA RP,KGS,8000,0.01
NIGER SEEDS,MYANMAR,KGS,4196906,3.08
GROUNDNUT,BELARUS,TON,39,0.04
GROUNDNUT,GREECE,TON,18,0.02
GROUNDNUT,JAPAN,TON,18,0.02
GROUNDNUT,KOREA RP,TON,10,0.01
GROUNDNUT,MALAYSIA,TON,38,0.04
GROUNDNUT,MAURITIUS,TON,19,0.02
GROUNDNUT,QATAR,TON,19,0.03
GROUNDNUT,RUSSIA,TON,108,0.12
GROUNDNUT,SUDAN,TON,36,0.02
GROUNDNUT,TANZANIA REP,TON,1465,1.09
GROUNDNUT,THAILAND,TON,20,0.02
GROUNDNUT,U ARAB EMTS,TON,40,0.04
GROUNDNUT,U K,TON,44,0.05
GROUNDNUT,UNSPECIFIED,TON,78,0.09
OTHER OIL SEEDS,ARGENTINA,TON,37,0.08
OTHER OIL SEEDS,AUSTRALIA,TON,1,0.00
OTHER OIL SEEDS,BANGLADESH PR,TON,32,0.02
OTHER OIL SEEDS,BENIN,TON,112170,59.02
OTHER OIL SEEDS,BULGARIA,TON,636,0.30
OTHER OIL SEEDS,BURKINA FASO,TON,6017,2.98
OTHER OIL SEEDS,CHINA P RP,TON,446,0.51
OTHER OIL SEEDS,COTE D' IVOIRE,TON,533,0.37
OTHER OIL SEEDS,DJIBOUTI,TON,9503,4.66
OTHER OIL SEEDS,ETHIOPIA,TON,116516,57.74
OTHER OIL SEEDS,GAMBIA,TON,113,0.06
OTHER OIL SEEDS,GERMANY,TON,0,0.01
OTHER OIL SEEDS,GHANA,TON,27621,14.51
OTHER OIL SEEDS,INDONESIA,TON,10,0.01
OTHER OIL SEEDS,IRAN,TON,88,0.06
OTHER OIL SEEDS,MALAWI,TON,3057,1.57
OTHER OIL SEEDS,MALAYSIA,TON,406,0.45
OTHER OIL SEEDS,MOLDOVA,TON,482,0.20
OTHER OIL SEEDS,MOZAMBIQUE,TON,17891,8.88
OTHER OIL SEEDS,MYANMAR,TON,9438,5.18
OTHER OIL SEEDS,NEPAL,TON,449,0.29
OTHER OIL SEEDS,NIGER,TON,230,0.12
OTHER OIL SEEDS,NIGERIA,TON,1721,0.97
OTHER OIL SEEDS,PARAGUAY,TON,20,0.06
OTHER OIL SEEDS,SINGAPORE,TON,7544,3.81
OTHER OIL SEEDS,SUDAN,TON,90,0.04
OTHER OIL SEEDS,TOGO,TON,82596,44.28
OTHER OIL SEEDS,TURKEY,TON,560,0.28
OTHER OIL SEEDS,U ARAB EMTS,TON,10083,5.51
OTHER OIL SEEDS,U S A,TON,743,0.54
OTHER OIL SEEDS,UGANDA,TON,0,0.00
OTHER OIL SEEDS,UKRAINE,TON,1644,0.74
OTHER OIL SEEDS,UNSPECIFIED,TON,246,0.15
OTHER OIL SEEDS,UZBEKISTAN,TON,21,0.01
VEGETABLE OILS,ARGENTINA,TON,2669843,1945.48
VEGETABLE OILS,BANGLADESH PR,TON,59417,63.78
VEGETABLE OILS,BELGIUM,TON,543,0.56
VEGETABLE OILS,BENIN,TON,3304,3.17
VEGETABLE OILS,BRAZIL,TON,323820,230.65
VEGETABLE OILS,CAMBODIA,TON,1146,0.65
VEGETABLE OILS,CANADA,TON,31504,24.20
VEGETABLE OILS,CHINA P RP,TON,100,0.56
VEGETABLE OILS,CROATIA,TON,96,0.08
VEGETABLE OILS,CYPRUS,TON,4512,3.59
VEGETABLE OILS,DENMARK,TON,0,0.00
VEGETABLE OILS,EGYPT A RP,TON,0,0.00
VEGETABLE OILS,FRANCE,TON,54,0.14
VEGETABLE OILS,GERMANY,TON,179,0.65
VEGETABLE OILS,GHANA,TON,1160,1.33
VEGETABLE OILS,GREECE,TON,25,0.08
VEGETABLE OILS,INDONESIA,TON,4727119,2840.65
VEGETABLE OILS,ISRAEL,TON,1,0.01
VEGETABLE OILS,ITALY,TON,2826,7.42
VEGETABLE OILS,JAPAN,TON,2,0.03
VEGETABLE OILS,KAZAKHSTAN,TON,3,0.01
VEGETABLE OILS,KENYA,TON,5,0.04
VEGETABLE OILS,KOREA RP,TON,20,0.02
VEGETABLE OILS,MALAYSIA,TON,3344692,1878.92
VEGETABLE OILS,MEXICO,TON,1,0.01
VEGETABLE OILS,MOROCCO,TON,0,0.00
