COMMODITY,COUNTRY,UNIT,QUANTITY,Value (US$ million)
"HUMAN HAIR, PRODUCTS THEREO",BELGIUM,KGS,1250,0.02
"HUMAN HAIR, PRODUCTS THEREO",BOTSWANA,KGS,7,0.00
"HUMAN HAIR, PRODUCTS THEREO",CANADA,KGS,1645,0.19
"HUMAN HAIR, PRODUCTS THEREO",CHINA P RP,KGS,191955,2.94
"HUMAN HAIR, PRODUCTS THEREO",DENMARK,KGS,3,0.00
"HUMAN HAIR, PRODUCTS THEREO",FRANCE,KGS,180,0.00
"HUMAN HAIR, PRODUCTS THEREO",GERMANY,KGS,220,0.01
"HUMAN HAIR, PRODUCTS THEREO",HONG KONG,KGS,3166,0.08
"HUMAN HAIR, PRODUCTS THEREO",INDONESIA,KGS,3760,0.26
"HUMAN HAIR, PRODUCTS THEREO",ISRAEL,KGS,48,0.02
"HUMAN HAIR, PRODUCTS THEREO",ITALY,KGS,152,0.04
"HUMAN HAIR, PRODUCTS THEREO",KOREA RP,KGS,332,0.02
"HUMAN HAIR, PRODUCTS THEREO",MYANMAR,KGS,690,0.05
"HUMAN HAIR, PRODUCTS THEREO",NIGERIA,KGS,1035,0.00
"HUMAN HAIR, PRODUCTS THEREO",POLAND,KGS,3,0.00
"HUMAN HAIR, PRODUCTS THEREO",ROMANIA,KGS,275,0.03
"HUMAN HAIR, PRODUCTS THEREO",SAUDI ARAB,KGS,57,0.00
"HUMAN HAIR, PRODUCTS THEREO",SINGAPORE,KGS,219,0.00
"HUMAN HAIR, PRODUCTS THEREO",SPAIN,KGS,2,0.00
"HUMAN HAIR, PRODUCTS THEREO",SWITZERLAND,KGS,81,0.00
"HUMAN HAIR, PRODUCTS THEREO",THAILAND,KGS,16,0.00
"HUMAN HAIR, PRODUCTS THEREO",U ARAB EMTS,KGS,2199,0.07
"HUMAN HAIR, PRODUCTS THEREO",U K,KGS,30,0.03
"HUMAN HAIR, PRODUCTS THEREO",U S A,KGS,895,0.16
"HUMAN HAIR, PRODUCTS THEREO",UNSPECIFIED,KGS,54,0.05
"HUMAN HAIR, PRODUCTS THEREO",UZBEKISTAN,KGS,20,0.00
MOULDED AND EXTRUDED GOODS,AFGHANISTAN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,ALBANIA,NA,NA,0.02
MOULDED AND EXTRUDED GOODS,ALGERIA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,ANGOLA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,ARGENTINA,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,AUSTRALIA,NA,NA,8.10
MOULDED AND EXTRUDED GOODS,AUSTRIA,NA,NA,3.99
MOULDED AND EXTRUDED GOODS,AZERBAIJAN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,BAHARAIN IS,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,BANGLADESH PR,NA,NA,10.74
MOULDED AND EXTRUDED GOODS,BELARUS,NA,NA,0.08
MOULDED AND EXTRUDED GOODS,BELGIUM,NA,NA,13.38
MOULDED AND EXTRUDED GOODS,BHUTAN,NA,NA,0.18
MOULDED AND EXTRUDED GOODS,BOLIVIA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,BRAZIL,NA,NA,1.51
MOULDED AND EXTRUDED GOODS,BRUNEI,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,BULGARIA,NA,NA,0.50
MOULDED AND EXTRUDED GOODS,CAMBODIA,NA,NA,0.13
MOULDED AND EXTRUDED GOODS,CANADA,NA,NA,2.91
MOULDED AND EXTRUDED GOODS,CAYMAN IS,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,CHILE,NA,NA,0.08
MOULDED AND EXTRUDED GOODS,CHINA P RP,NA,NA,564.58
MOULDED AND EXTRUDED GOODS,COLOMBIA,NA,NA,0.04
MOULDED AND EXTRUDED GOODS,CONGO D. REP.,NA,NA,0.09
MOULDED AND EXTRUDED GOODS,COSTA RICA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,COTE D' IVOIRE,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,CROATIA,NA,NA,0.06
MOULDED AND EXTRUDED GOODS,CYPRUS,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,CZECH REPUBLIC,NA,NA,2.23
MOULDED AND EXTRUDED GOODS,DENMARK,NA,NA,6.62
MOULDED AND EXTRUDED GOODS,ECUADOR,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,EGYPT A RP,NA,NA,0.06
MOULDED AND EXTRUDED GOODS,EL SALVADOR,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,ESTONIA,NA,NA,0.13
MOULDED AND EXTRUDED GOODS,ETHIOPIA,NA,NA,0.02
MOULDED AND EXTRUDED GOODS,FINLAND,NA,NA,3.49
MOULDED AND EXTRUDED GOODS,FRANCE,NA,NA,28.96
MOULDED AND EXTRUDED GOODS,GAMBIA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,GEORGIA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,GERMANY,NA,NA,102.45
MOULDED AND EXTRUDED GOODS,GHANA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,GREECE,NA,NA,0.40
MOULDED AND EXTRUDED GOODS,GUATEMALA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,GUYANA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,HAITI,NA,NA,0.07
MOULDED AND EXTRUDED GOODS,HONDURAS,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,HONG KONG,NA,NA,81.42
MOULDED AND EXTRUDED GOODS,HUNGARY,NA,NA,0.76
MOULDED AND EXTRUDED GOODS,INDONESIA,NA,NA,3.69
MOULDED AND EXTRUDED GOODS,IRAN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,IRELAND,NA,NA,2.43
MOULDED AND EXTRUDED GOODS,ISRAEL,NA,NA,7.97
MOULDED AND EXTRUDED GOODS,ITALY,NA,NA,35.13
MOULDED AND EXTRUDED GOODS,JAMAICA,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,JAPAN,NA,NA,57.04
MOULDED AND EXTRUDED GOODS,JORDAN,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,KAZAKHSTAN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,KENYA,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,KOREA DP RP,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,KOREA RP,NA,NA,104.66
MOULDED AND EXTRUDED GOODS,KUWAIT,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,LATVIA,NA,NA,0.04
MOULDED AND EXTRUDED GOODS,LEBANON,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,LIECHTENSTEIN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,LITHUANIA,NA,NA,0.04
MOULDED AND EXTRUDED GOODS,LUXEMBOURG,NA,NA,0.28
MOULDED AND EXTRUDED GOODS,MACEDONIA,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,MALAYSIA,NA,NA,7.97
MOULDED AND EXTRUDED GOODS,MALDIVES,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,MALI,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,MALTA,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,MARSHALL ISLAND,NA,NA,0.02
MOULDED AND EXTRUDED GOODS,MAURITIUS,NA,NA,0.21
MOULDED AND EXTRUDED GOODS,MEXICO,NA,NA,2.01
MOULDED AND EXTRUDED GOODS,MONACO,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,MOROCCO,NA,NA,0.29
MOULDED AND EXTRUDED GOODS,MOZAMBIQUE,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,MYANMAR,NA,NA,0.04
MOULDED AND EXTRUDED GOODS,NEPAL,NA,NA,31.66
MOULDED AND EXTRUDED GOODS,NETHERLAND,NA,NA,16.51
MOULDED AND EXTRUDED GOODS,NETHERLANDANTIL,NA,NA,0.04
MOULDED AND EXTRUDED GOODS,NEW ZEALAND,NA,NA,0.16
MOULDED AND EXTRUDED GOODS,NIGER,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,NIGERIA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,NORWAY,NA,NA,0.20
MOULDED AND EXTRUDED GOODS,OMAN,NA,NA,0.11
MOULDED AND EXTRUDED GOODS,PAKISTAN IR,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,PARAGUAY,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,PERU,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,PHILIPPINES,NA,NA,6.93
MOULDED AND EXTRUDED GOODS,POLAND,NA,NA,6.61
MOULDED AND EXTRUDED GOODS,PORTUGAL,NA,NA,1.12
MOULDED AND EXTRUDED GOODS,PUERTO RICO,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,QATAR,NA,NA,0.11
MOULDED AND EXTRUDED GOODS,ROMANIA,NA,NA,0.70
MOULDED AND EXTRUDED GOODS,RUSSIA,NA,NA,0.29
MOULDED AND EXTRUDED GOODS,SAUDI ARAB,NA,NA,2.49
MOULDED AND EXTRUDED GOODS,SENEGAL,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,SERBIA,NA,NA,0.19
MOULDED AND EXTRUDED GOODS,SEYCHELLES,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,SIERRA LEONE,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,SINGAPORE,NA,NA,35.53
MOULDED AND EXTRUDED GOODS,SLOVAK REP,NA,NA,0.43
MOULDED AND EXTRUDED GOODS,SLOVENIA,NA,NA,0.77
MOULDED AND EXTRUDED GOODS,SOUTH AFRICA,NA,NA,0.24
MOULDED AND EXTRUDED GOODS,SPAIN,NA,NA,7.44
MOULDED AND EXTRUDED GOODS,SRI LANKA DSR,NA,NA,3.26
MOULDED AND EXTRUDED GOODS,SUDAN,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,SWAZILAND,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,SWEDEN,NA,NA,4.17
MOULDED AND EXTRUDED GOODS,SWITZERLAND,NA,NA,14.85
MOULDED AND EXTRUDED GOODS,TAIWAN,NA,NA,35.22
MOULDED AND EXTRUDED GOODS,THAILAND,NA,NA,19.22
MOULDED AND EXTRUDED GOODS,TRINIDAD,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,TUNISIA,NA,NA,0.11
MOULDED AND EXTRUDED GOODS,TURKEY,NA,NA,12.78
MOULDED AND EXTRUDED GOODS,U ARAB EMTS,NA,NA,11.59
MOULDED AND EXTRUDED GOODS,U K,NA,NA,27.44
MOULDED AND EXTRUDED GOODS,U S A,NA,NA,111.37
MOULDED AND EXTRUDED GOODS,UGANDA,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,UKRAINE,NA,NA,0.02
MOULDED AND EXTRUDED GOODS,UNSPECIFIED,NA,NA,0.10
MOULDED AND EXTRUDED GOODS,US MINOR OUTLYING ISLANDS,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,UZBEKISTAN,NA,NA,0.03
MOULDED AND EXTRUDED GOODS,VENEZUELA,NA,NA,0.01
MOULDED AND EXTRUDED GOODS,VIETNAM SOC REP,NA,NA,8.47
MOULDED AND EXTRUDED GOODS,VIRGIN IS US,NA,NA,0.00
MOULDED AND EXTRUDED GOODS,ZIMBABWE,NA,NA,0.00
PACKAGING MATERIALS,ALGERIA,TON,24,0.04
PACKAGING MATERIALS,ARGENTINA,TON,89,0.13
PACKAGING MATERIALS,AUSTRALIA,TON,96,0.59
PACKAGING MATERIALS,AUSTRIA,TON,24,0.15
PACKAGING MATERIALS,BAHARAIN IS,TON,9,0.05
PACKAGING MATERIALS,BANGLADESH PR,TON,153,0.49
PACKAGING MATERIALS,BELGIUM,TON,562,4.18
PACKAGING MATERIALS,BELIZE,TON,0,0.00
PACKAGING MATERIALS,BHUTAN,TON,173,0.24
PACKAGING MATERIALS,BRAZIL,TON,54,0.52
PACKAGING MATERIALS,BULGARIA,TON,0,0.00
PACKAGING MATERIALS,BURKINA FASO,TON,0,0.00
PACKAGING MATERIALS,CAMBODIA,TON,1,0.00
PACKAGING MATERIALS,CAMEROON,TON,0,0.00
PACKAGING MATERIALS,CANADA,TON,228,2.68
PACKAGING MATERIALS,CHILE,TON,0,0.01
PACKAGING MATERIALS,CHINA P RP,TON,17299,79.14
PACKAGING MATERIALS,COLOMBIA,TON,2,0.01
PACKAGING MATERIALS,COSTA RICA,TON,0,0.00
PACKAGING MATERIALS,CROATIA,TON,1,0.01
PACKAGING MATERIALS,CYPRUS,TON,1,0.00
PACKAGING MATERIALS,CZECH REPUBLIC,TON,17,0.26
PACKAGING MATERIALS,DENMARK,TON,173,0.59
PACKAGING MATERIALS,DOMINIC REP,TON,57,0.02
PACKAGING MATERIALS,ECUADOR,TON,1,0.01
PACKAGING MATERIALS,EGYPT A RP,TON,16,0.14
PACKAGING MATERIALS,EL SALVADOR,TON,1,0.02
PACKAGING MATERIALS,ESTONIA,TON,0,0.00
PACKAGING MATERIALS,ETHIOPIA,TON,20,0.01
PACKAGING MATERIALS,FINLAND,TON,0,0.01
PACKAGING MATERIALS,FRANCE,TON,1245,19.31
PACKAGING MATERIALS,GEORGIA,TON,0,0.00
PACKAGING MATERIALS,GERMANY,TON,1848,18.38
PACKAGING MATERIALS,GHANA,TON,148,0.13
PACKAGING MATERIALS,GREECE,TON,2,0.02
PACKAGING MATERIALS,HAITI,TON,82,0.05
PACKAGING MATERIALS,HONDURAS,TON,0,0.00
PACKAGING MATERIALS,HONG KONG,TON,1663,11.01
PACKAGING MATERIALS,HUNGARY,TON,10,0.22
PACKAGING MATERIALS,ICELAND,TON,0,0.00
PACKAGING MATERIALS,INDONESIA,TON,407,4.02
PACKAGING MATERIALS,IRAN,TON,9,0.03
PACKAGING MATERIALS,IRELAND,TON,84,0.95
PACKAGING MATERIALS,ISRAEL,TON,576,2.57
PACKAGING MATERIALS,ITALY,TON,2836,15.32
PACKAGING MATERIALS,JAMAICA,TON,16,0.02
PACKAGING MATERIALS,JAPAN,TON,1691,12.60
PACKAGING MATERIALS,JORDAN,TON,2,0.01
PACKAGING MATERIALS,KENYA,TON,27,0.06
PACKAGING MATERIALS,KOREA DP RP,TON,1,0.00
PACKAGING MATERIALS,KOREA RP,TON,2125,12.77
PACKAGING MATERIALS,KUWAIT,TON,0,0.00
PACKAGING MATERIALS,LATVIA,TON,2,0.02
PACKAGING MATERIALS,LITHUANIA,TON,1,0.03
PACKAGING MATERIALS,LUXEMBOURG,TON,0,0.02
PACKAGING MATERIALS,MACAO,TON,0,0.01
PACKAGING MATERIALS,MADAGASCAR,TON,0,0.00
PACKAGING MATERIALS,MALAYSIA,TON,3304,10.48
PACKAGING MATERIALS,MALDIVES,TON,0,0.00
PACKAGING MATERIALS,MALTA,TON,0,0.00
PACKAGING MATERIALS,MARSHALL ISLAND,TON,0,0.00
PACKAGING MATERIALS,MAURITIUS,TON,103,0.06
PACKAGING MATERIALS,MEXICO,TON,239,1.79
PACKAGING MATERIALS,MOROCCO,TON,0,0.00
PACKAGING MATERIALS,MYANMAR,TON,1,0.01
PACKAGING MATERIALS,NEPAL,TON,3202,6.65
PACKAGING MATERIALS,NETHERLAND,TON,1191,7.06
PACKAGING MATERIALS,NETHERLANDANTIL,TON,0,0.01
PACKAGING MATERIALS,NEW ZEALAND,TON,75,0.28
PACKAGING MATERIALS,NIGERIA,TON,0,0.00
PACKAGING MATERIALS,NORWAY,TON,22,0.07
PACKAGING MATERIALS,OMAN,TON,50,0.20
PACKAGING MATERIALS,PERU,TON,4,0.03
PACKAGING MATERIALS,PHILIPPINES,TON,203,0.95
PACKAGING MATERIALS,POLAND,TON,324,2.51
PACKAGING MATERIALS,PORTUGAL,TON,83,0.91
PACKAGING MATERIALS,QATAR,TON,0,0.01
PACKAGING MATERIALS,REUNION,TON,0,0.00
PACKAGING MATERIALS,ROMANIA,TON,13,0.08
PACKAGING MATERIALS,RUSSIA,TON,112,1.09
PACKAGING MATERIALS,SAN MARINO,TON,0,0.00
PACKAGING MATERIALS,SAUDI ARAB,TON,73,0.32
PACKAGING MATERIALS,SERBIA,TON,17,0.08
PACKAGING MATERIALS,SEYCHELLES,TON,0,0.01
PACKAGING MATERIALS,SIERRA LEONE,TON,0,0.00
PACKAGING MATERIALS,SINGAPORE,TON,904,7.16
PACKAGING MATERIALS,SLOVAK REP,TON,5,0.02
PACKAGING MATERIALS,SLOVENIA,TON,21,0.12
PACKAGING MATERIALS,SOUTH AFRICA,TON,27,0.34
PACKAGING MATERIALS,SPAIN,TON,489,2.62
PACKAGING MATERIALS,SRI LANKA DSR,TON,600,2.06
PACKAGING MATERIALS,SUDAN,TON,0,0.00
PACKAGING MATERIALS,SWAZILAND,TON,0,0.02
PACKAGING MATERIALS,SWEDEN,TON,51,0.72
PACKAGING MATERIALS,SWITZERLAND,TON,123,3.07
PACKAGING MATERIALS,SYRIA,TON,0,0.00
PACKAGING MATERIALS,TAIWAN,TON,619,5.75
PACKAGING MATERIALS,TANZANIA REP,TON,17,0.02
PACKAGING MATERIALS,THAILAND,TON,1842,8.40
PACKAGING MATERIALS,TRINIDAD,TON,45,0.03
PACKAGING MATERIALS,TUNISIA,TON,0,0.01
PACKAGING MATERIALS,TURKEY,TON,853,3.74
PACKAGING MATERIALS,U ARAB EMTS,TON,420,1.37
PACKAGING MATERIALS,U K,TON,546,5.28
PACKAGING MATERIALS,U S A,TON,3466,45.77
PACKAGING MATERIALS,UGANDA,TON,0,0.00
PACKAGING MATERIALS,UKRAINE,TON,2,0.03
PACKAGING MATERIALS,UNSPECIFIED,TON,101,0.25
PACKAGING MATERIALS,US MINOR OUTLYING ISLANDS,TON,0,0.00
PACKAGING MATERIALS,VENEZUELA,TON,0,0.00
PACKAGING MATERIALS,VIETNAM SOC REP,TON,457,3.43
PACKAGING MATERIALS,YEMEN REPUBLC,TON,0,0.00
PLASTIC RAW MATERIALS,ANGOLA,TON,132,0.07
PLASTIC RAW MATERIALS,ARGENTINA,TON,681,0.92
PLASTIC RAW MATERIALS,AUSTRALIA,TON,2707,5.16
PLASTIC RAW MATERIALS,AUSTRIA,TON,1008,2.66
PLASTIC RAW MATERIALS,BAHAMAS,TON,160,0.13
PLASTIC RAW MATERIALS,BAHARAIN IS,TON,6596,6.63
PLASTIC RAW MATERIALS,BANGLADESH PR,TON,32760,17.78
PLASTIC RAW MATERIALS,BARBADOS,TON,113,0.32
PLASTIC RAW MATERIALS,BELARUS,TON,660,1.12
PLASTIC RAW MATERIALS,BELGIUM,TON,146802,285.98
PLASTIC RAW MATERIALS,BRAZIL,TON,20556,22.42
PLASTIC RAW MATERIALS,BRUNEI,TON,0,0.00
PLASTIC RAW MATERIALS,BULGARIA,TON,62,0.10
PLASTIC RAW MATERIALS,CAMEROON,TON,0,0.00
PLASTIC RAW MATERIALS,CANADA,TON,12493,16.65
PLASTIC RAW MATERIALS,CHILE,TON,4022,7.82
PLASTIC RAW MATERIALS,CHINA P RP,TON,780113,1245.01
PLASTIC RAW MATERIALS,COLOMBIA,TON,61999,54.91
PLASTIC RAW MATERIALS,CONGO D. REP.,TON,0,0.00
PLASTIC RAW MATERIALS,COSTA RICA,TON,0,0.00
PLASTIC RAW MATERIALS,COTE D' IVOIRE,TON,26,0.02
PLASTIC RAW MATERIALS,CROATIA,TON,0,0.00
PLASTIC RAW MATERIALS,CUBA,TON,106,0.06
PLASTIC RAW MATERIALS,CYPRUS,TON,886,0.72
PLASTIC RAW MATERIALS,CZECH REPUBLIC,TON,266,0.68
PLASTIC RAW MATERIALS,DENMARK,TON,121,1.08
PLASTIC RAW MATERIALS,DJIBOUTI,TON,340,0.22
PLASTIC RAW MATERIALS,DOMINIC REP,TON,88,0.07
PLASTIC RAW MATERIALS,ECUADOR,TON,283,0.14
PLASTIC RAW MATERIALS,EGYPT A RP,TON,30352,25.84
PLASTIC RAW MATERIALS,EQUTL GUINEA,TON,92,0.05
PLASTIC RAW MATERIALS,ESTONIA,TON,7,0.02
PLASTIC RAW MATERIALS,ETHIOPIA,TON,753,0.45
PLASTIC RAW MATERIALS,FINLAND,TON,4564,13.74
PLASTIC RAW MATERIALS,FRANCE,TON,51102,92.16
PLASTIC RAW MATERIALS,GEORGIA,TON,36,0.01
PLASTIC RAW MATERIALS,GERMANY,TON,154115,323.58
PLASTIC RAW MATERIALS,GHANA,TON,121,0.09
PLASTIC RAW MATERIALS,GREECE,TON,575,1.13
PLASTIC RAW MATERIALS,GUATEMALA,TON,208,0.07
PLASTIC RAW MATERIALS,GUINEA,TON,26,0.01
PLASTIC RAW MATERIALS,HAITI,TON,257,0.14
PLASTIC RAW MATERIALS,HONDURAS,TON,128,0.07
PLASTIC RAW MATERIALS,HONG KONG,TON,11871,29.59
PLASTIC RAW MATERIALS,HUNGARY,TON,523,0.61
PLASTIC RAW MATERIALS,INDONESIA,TON,19108,26.95
PLASTIC RAW MATERIALS,IRAN,TON,6301,5.46
PLASTIC RAW MATERIALS,IRELAND,TON,1135,12.83
PLASTIC RAW MATERIALS,ISRAEL,TON,3730,7.60
PLASTIC RAW MATERIALS,ITALY,TON,42723,95.12
PLASTIC RAW MATERIALS,JAMAICA,TON,16,0.01
PLASTIC RAW MATERIALS,JAPAN,TON,615557,796.44
PLASTIC RAW MATERIALS,JORDAN,TON,1,0.00
PLASTIC RAW MATERIALS,KENYA,TON,3543,1.96
PLASTIC RAW MATERIALS,KOREA DP RP,TON,121,0.20
PLASTIC RAW MATERIALS,KOREA RP,TON,883372,1322.74
PLASTIC RAW MATERIALS,KUWAIT,TON,80728,81.24
PLASTIC RAW MATERIALS,LATVIA,TON,213,0.12
PLASTIC RAW MATERIALS,LEBANON,TON,366,0.19
PLASTIC RAW MATERIALS,LITHUANIA,TON,2546,4.48
PLASTIC RAW MATERIALS,LUXEMBOURG,TON,122,0.73
PLASTIC RAW MATERIALS,MACAO,TON,2,0.00
PLASTIC RAW MATERIALS,MALAWI,TON,48,0.03
PLASTIC RAW MATERIALS,MALAYSIA,TON,141466,182.77
PLASTIC RAW MATERIALS,MALDIVES,TON,39,0.04
PLASTIC RAW MATERIALS,MALI,TON,20,0.03
PLASTIC RAW MATERIALS,MAURITIUS,TON,402,0.26
PLASTIC RAW MATERIALS,MEXICO,TON,61221,54.39
PLASTIC RAW MATERIALS,MOROCCO,TON,795,0.38
PLASTIC RAW MATERIALS,MOZAMBIQUE,TON,428,0.24
PLASTIC RAW MATERIALS,NEPAL,TON,66,0.10
PLASTIC RAW MATERIALS,NETHERLAND,TON,106392,235.19
PLASTIC RAW MATERIALS,NETHERLANDANTIL,TON,131,0.19
PLASTIC RAW MATERIALS,NEW ZEALAND,TON,546,0.38
PLASTIC RAW MATERIALS,NICARAGUA,TON,40,0.01
PLASTIC RAW MATERIALS,NIGER,TON,0,0.00
PLASTIC RAW MATERIALS,NIGERIA,TON,2707,1.85
PLASTIC RAW MATERIALS,NORFOLK IS,TON,17,0.02
PLASTIC RAW MATERIALS,NORWAY,TON,51539,48.99
PLASTIC RAW MATERIALS,OMAN,TON,36759,35.72
PLASTIC RAW MATERIALS,PAKISTAN IR,TON,196,0.17
PLASTIC RAW MATERIALS,PAPUA N GNA,TON,22,0.02
PLASTIC RAW MATERIALS,PHILIPPINES,TON,2081,1.72
PLASTIC RAW MATERIALS,POLAND,TON,5271,5.93
PLASTIC RAW MATERIALS,PORTUGAL,TON,6956,8.95
PLASTIC RAW MATERIALS,PUERTO RICO,TON,45,0.04
PLASTIC RAW MATERIALS,QATAR,TON,191619,191.52
PLASTIC RAW MATERIALS,REUNION,TON,264,0.09
PLASTIC RAW MATERIALS,ROMANIA,TON,533,5.05
PLASTIC RAW MATERIALS,RUSSIA,TON,152852,167.68
PLASTIC RAW MATERIALS,SAMOA,TON,226,0.44
PLASTIC RAW MATERIALS,SAN MARINO,TON,17,0.04
PLASTIC RAW MATERIALS,SAUDI ARAB,TON,538691,601.54
PLASTIC RAW MATERIALS,SENEGAL,TON,387,0.28
PLASTIC RAW MATERIALS,SEYCHELLES,TON,6,0.08
PLASTIC RAW MATERIALS,SINGAPORE,TON,745255,998.73
PLASTIC RAW MATERIALS,SLOVAK REP,TON,25,0.02
PLASTIC RAW MATERIALS,SLOVENIA,TON,4016,2.35
PLASTIC RAW MATERIALS,SOUTH AFRICA,TON,8734,8.97
PLASTIC RAW MATERIALS,SPAIN,TON,39841,73.35
PLASTIC RAW MATERIALS,SRI LANKA DSR,TON,1311,1.32
PLASTIC RAW MATERIALS,SUDAN,TON,1207,0.73
PLASTIC RAW MATERIALS,SWAZILAND,TON,57,0.93
PLASTIC RAW MATERIALS,SWEDEN,TON,7396,20.90
PLASTIC RAW MATERIALS,SWITZERLAND,TON,10147,33.08
PLASTIC RAW MATERIALS,TAIWAN,TON,623581,693.04
PLASTIC RAW MATERIALS,TANZANIA REP,TON,6775,4.24
PLASTIC RAW MATERIALS,THAILAND,TON,443700,720.09
PLASTIC RAW MATERIALS,TOGO,TON,84,0.06
PLASTIC RAW MATERIALS,TRINIDAD,TON,45,0.02
PLASTIC RAW MATERIALS,TUNISIA,TON,236,0.13
PLASTIC RAW MATERIALS,TURKEY,TON,9562,12.54
PLASTIC RAW MATERIALS,U ARAB EMTS,TON,773560,802.73
PLASTIC RAW MATERIALS,U K,TON,29419,60.20
PLASTIC RAW MATERIALS,U S A,TON,501428,741.28
PLASTIC RAW MATERIALS,UGANDA,TON,2607,1.57
PLASTIC RAW MATERIALS,UKRAINE,TON,90613,79.79
PLASTIC RAW MATERIALS,UNSPECIFIED,TON,105,0.28
PLASTIC RAW MATERIALS,URUGUAY,TON,37,0.14
PLASTIC RAW MATERIALS,US MINOR OUTLYING ISLANDS,TON,50,0.05
PLASTIC RAW MATERIALS,UZBEKISTAN,TON,0,0.00
PLASTIC RAW MATERIALS,VENEZUELA,TON,99,0.07
PLASTIC RAW MATERIALS,VIETNAM SOC REP,TON,38675,50.82
PLASTIC RAW MATERIALS,VIRGIN IS US,TON,18,0.01
PLASTIC RAW MATERIALS,YEMEN REPUBLC,TON,8468,5.22
PLASTIC RAW MATERIALS,ZAMBIA,TON,50,0.03
"PLASTC SHT, FILM, PLTS ETC",ARGENTINA,KGS,450,0.01
"PLASTC SHT, FILM, PLTS ETC",AUSTRALIA,KGS,605649,3.82
"PLASTC SHT, FILM, PLTS ETC",AUSTRIA,KGS,1113758,11.13
"PLASTC SHT, FILM, PLTS ETC",BAHARAIN IS,KGS,1113309,1.82
"PLASTC SHT, FILM, PLTS ETC",BANGLADESH PR,KGS,48417,0.08
"PLASTC SHT, FILM, PLTS ETC",BELGIUM,KGS,12140294,24.43
"PLASTC SHT, FILM, PLTS ETC",BHUTAN,KGS,2578057,4.56
"PLASTC SHT, FILM, PLTS ETC",BR VIRGN IS,KGS,78,0.01
"PLASTC SHT, FILM, PLTS ETC",BRAZIL,KGS,395946,1.23
"PLASTC SHT, FILM, PLTS ETC",BULGARIA,KGS,44469,0.01
"PLASTC SHT, FILM, PLTS ETC",CAMBODIA,KGS,307,0.00
"PLASTC SHT, FILM, PLTS ETC",CANADA,KGS,4141979,4.58
"PLASTC SHT, FILM, PLTS ETC",CHILE,KGS,188302,0.24
"PLASTC SHT, FILM, PLTS ETC",CHINA P RP,KGS,257938318,796.73
"PLASTC SHT, FILM, PLTS ETC",COLOMBIA,KGS,107952,0.10
"PLASTC SHT, FILM, PLTS ETC",COSTA RICA,KGS,1,0.00
"PLASTC SHT, FILM, PLTS ETC",CROATIA,KGS,1,0.00
"PLASTC SHT, FILM, PLTS ETC",CYPRUS,KGS,144,0.00
